PlayerName,SoldPrice,Role,TeamName,Nationality,BasePrice,CappedStatus,AuctionYear
Christopher Morris,37500000,All-Rounder,Chennai Super Kings,Unknown,,Unknown,2013
Dirk Nannes,36000000,Bowler,Chennai Super Kings,Unknown,,Unknown,2013
Ben Laughlin,1200000,Bowler,Chennai Super Kings,Unknown,,Unknown,2013
Akila Dananjaya,1200000,All-Rounder,Chennai Super Kings,Unknown,,Unknown,2013
Jason Holder,1200000,Bowler,Chennai Super Kings,Unknown,,Unknown,2013
Johan Botha,27000000,All-Rounder,Delhi Capitals,Unknown,,Unknown,2013
Jesse Ryder,15600000,All-Rounder,Delhi Capitals,Unknown,,Unknown,2013
Jeevan Mendis,3000000,All-Rounder,Delhi Capitals,Unknown,,Unknown,2013
Manpreet Gony,30000000,Bowler,Punjab Kings,Unknown,,Unknown,2013
Luke Pomersbach,18000000,Batsman,Punjab Kings,Unknown,,Unknown,2013
Sachithra Senanayaka,37500000,All-Rounder,Kolkata Knight Riders,Unknown,,Unknown,2013
Ryan McLaren,3000000,Bowler,Kolkata Knight Riders,Unknown,,Unknown,2013
Glenn Maxwell,60000000,All-Rounder,Mumbai Indians,Unknown,,Unknown,2013
Nathan Coulter-Nile,27000000,Bowler,Mumbai Indians,Unknown,,Unknown,2013
Ricky Ponting,24000000,Batsman,Mumbai Indians,Unknown,,Unknown,2013
Philip Hughes,6000000,Batsman,Mumbai Indians,Unknown,,Unknown,2013
Jacob Oram,3000000,All-Rounder,Mumbai Indians,Unknown,,Unknown,2013
Ajantha Mendis,43500000,Bowler,Pune Warriors India,Unknown,,Unknown,2013
Kane Richardson,42000000,Bowler,Pune Warriors India,Unknown,,Unknown,2013
Abhishek Nayar,40500000,All-Rounder,Pune Warriors India,Unknown,,Unknown,2013
Michael Clarke,24000000,Batsman,Pune Warriors India,Unknown,,Unknown,2013
James Faulkner,24000000,All-Rounder,Rajasthan Royals,Unknown,,Unknown,2013
Fidel Edwards,12600000,Bowler,Rajasthan Royals,Unknown,,Unknown,2013
Kusal Janith Perera,1200000,Wicket Keeper,Rajasthan Royals,Unknown,,Unknown,2013
Jaydev Unadkat,31500000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2013
Rudra Pratap Singh,24000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2013
Moises Henriques,18000000,All-Rounder,Royal Challengers Bengaluru,Unknown,,Unknown,2013
Ravi Rampaul,17400000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2013
Pankaj Singh,9000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2013
Daniel Christian,6000000,All-Rounder,Royal Challengers Bengaluru,Unknown,,Unknown,2013
Christopher Barnwell,3000000,All-Rounder,Royal Challengers Bengaluru,Unknown,,Unknown,2013
Thisara Perera,40500000,All-Rounder,Sunrisers Hyderabad,Unknown,,Unknown,2013
Darren Sammy,25500000,All-Rounder,Sunrisers Hyderabad,Unknown,,Unknown,2013
Sudeep Tyagi,6000000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2013
Clinton McKay,6000000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2013
Nathan McCullum,6000000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2013
Quinton De Kock,1200000,Wicket Keeper,Sunrisers Hyderabad,Unknown,,Unknown,2013
Faf Du Plessis,47500000,Batsman,Chennai Super Kings,Unknown,,Unknown,2014
Dwayne Smith,45000000,Batsman,Chennai Super Kings,Unknown,,Unknown,2014
Brendon McCullum,32500000,Wicket Keeper,Chennai Super Kings,Unknown,,Unknown,2014
Ashish Nehra,20000000,Bowler,Chennai Super Kings,Unknown,,Unknown,2014
Mohit Sharma,20000000,Bowler,Chennai Super Kings,Unknown,,Unknown,2014
Ishwar Chandra Pandey,15000000,Bowler,Chennai Super Kings,Unknown,,Unknown,2014
Ben Hilfenhaus,10000000,Bowler,Chennai Super Kings,Unknown,,Unknown,2014
John Hastings,5000000,All-Rounder,Chennai Super Kings,Unknown,,Unknown,2014
Samuel Badree,3000000,Bowler,Chennai Super Kings,Unknown,,Unknown,2014
Matt Henry,3000000,Bowler,Chennai Super Kings,Unknown,,Unknown,2014
Mithun Manhas,3000000,All-Rounder,Chennai Super Kings,Unknown,,Unknown,2014
Vijay Shankar,1000000,All-Rounder,Chennai Super Kings,Unknown,,Unknown,2014
Ronit More,1000000,Bowler,Chennai Super Kings,Unknown,,Unknown,2014
Baba Aparajith,1000000,Batsman,Chennai Super Kings,Unknown,,Unknown,2014
Pawan Negi,1000000,Bowler,Chennai Super Kings,Unknown,,Unknown,2014
Dinesh Karthik,125000000,Wicket Keeper,Delhi Capitals,Unknown,,Unknown,2014
Kevin Pietersen,90000000,Batsman,Delhi Capitals,Unknown,,Unknown,2014
Murali Vijay,50000000,Batsman,Delhi Capitals,Unknown,,Unknown,2014
Mohammad Shami,42500000,Bowler,Delhi Capitals,Unknown,,Unknown,2014
Nathan Coulter-Nile,42500000,Bowler,Delhi Capitals,Unknown,,Unknown,2014
Quinton De Kock,35000000,Wicket Keeper,Delhi Capitals,Unknown,,Unknown,2014
Manoj Tiwary,28000000,Batsman,Delhi Capitals,Unknown,,Unknown,2014
Jaydev Unadkat,28000000,Bowler,Delhi Capitals,Unknown,,Unknown,2014
Jean-Paul Duminy,22000000,Batsman,Delhi Capitals,Unknown,,Unknown,2014
Ross Taylor,20000000,Batsman,Delhi Capitals,Unknown,,Unknown,2014
Kedar Jadhav,20000000,Batsman,Delhi Capitals,Unknown,,Unknown,2014
Rahul Sharma,19000000,Bowler,Delhi Capitals,Unknown,,Unknown,2014
Mayank Agarwal,16000000,Batsman,Delhi Capitals,Unknown,,Unknown,2014
Laxmi Ratan Shukla,15000000,All-Rounder,Delhi Capitals,Unknown,,Unknown,2014
James Neesham,10000000,All-Rounder,Delhi Capitals,Unknown,,Unknown,2014
Wayne Parnell,10000000,Bowler,Delhi Capitals,Unknown,,Unknown,2014
Shahbaz Nadeem,8500000,Bowler,Delhi Capitals,Unknown,,Unknown,2014
Saurabh Tiwary,7000000,Batsman,Delhi Capitals,Unknown,,Unknown,2014
Siddarth Kaul,4500000,Bowler,Delhi Capitals,Unknown,,Unknown,2014
Rahul Shukla,4000000,Bowler,Delhi Capitals,Unknown,,Unknown,2014
Jayant Yadav,1000000,All-Rounder,Delhi Capitals,Unknown,,Unknown,2014
HS Sharath,1000000,Bowler,Delhi Capitals,Unknown,,Unknown,2014
Milind Kumar,1000000,Batsman,Delhi Capitals,Unknown,,Unknown,2014
Mitchell Johnson,65000000,All-Rounder,Punjab Kings,Unknown,,Unknown,2014
Glenn Maxwell,60000000,All-Rounder,Punjab Kings,Unknown,,Unknown,2014
George Bailey,32500000,Batsman,Punjab Kings,Unknown,,Unknown,2014
Virender Sehwag,32000000,Batsman,Punjab Kings,Unknown,,Unknown,2014
Rishi Dhawan,30000000,All-Rounder,Punjab Kings,Unknown,,Unknown,2014
Wriddhiman Saha,22000000,Wicket Keeper,Punjab Kings,Unknown,,Unknown,2014
Shaun Marsh,22000000,Batsman,Punjab Kings,Unknown,,Unknown,2014
Cheteshwar Pujara,19000000,Batsman,Punjab Kings,Unknown,,Unknown,2014
Beuran Hendricks,18000000,Bowler,Punjab Kings,Unknown,,Unknown,2014
Lakshmipathy Balaji,18000000,Bowler,Punjab Kings,Unknown,,Unknown,2014
Thisara Perera,16000000,All-Rounder,Punjab Kings,Unknown,,Unknown,2014
Gurkirat Singh Mann,13000000,Batsman,Punjab Kings,Unknown,,Unknown,2014
Murali Kartik,10000000,Bowler,Punjab Kings,Unknown,,Unknown,2014
Sandeep Sharma,8500000,Bowler,Punjab Kings,Unknown,,Unknown,2014
Mandeep Hardev Singh,8000000,All-Rounder,Punjab Kings,Unknown,,Unknown,2014
Akshar Rajesh Patel,7500000,All-Rounder,Punjab Kings,Unknown,,Unknown,2014
Parvinder Awana,6500000,Bowler,Punjab Kings,Unknown,,Unknown,2014
Shardul Narendra Thakur,2000000,Bowler,Punjab Kings,Unknown,,Unknown,2014
Anureet Singh,2000000,Bowler,Punjab Kings,Unknown,,Unknown,2014
Shivam Sharma,1000000,Bowler,Punjab Kings,Unknown,,Unknown,2014
Karanveer Singh,1000000,All-Rounder,Punjab Kings,Unknown,,Unknown,2014
Jacques Kallis,55000000,All-Rounder,Kolkata Knight Riders,Unknown,,Unknown,2014
Robin Uthappa,50000000,Batsman,Kolkata Knight Riders,Unknown,,Unknown,2014
Piyush Chawla,42500000,Bowler,Kolkata Knight Riders,Unknown,,Unknown,2014
Yusuf Pathan,32500000,All-Rounder,Kolkata Knight Riders,Unknown,,Unknown,2014
Shakib Al Hasan,28000000,All-Rounder,Kolkata Knight Riders,Unknown,,Unknown,2014
Morne Morkel,28000000,Bowler,Kolkata Knight Riders,Unknown,,Unknown,2014
Ranganath Vinay Kumar,28000000,Bowler,Kolkata Knight Riders,Unknown,,Unknown,2014
Umesh Yadav,26000000,Bowler,Kolkata Knight Riders,Unknown,,Unknown,2014
Manish Pandey,17000000,Batsman,Kolkata Knight Riders,Unknown,,Unknown,2014
Chris Lynn,13000000,Batsman,Kolkata Knight Riders,Unknown,,Unknown,2014
Patrick Cummins,10000000,Bowler,Kolkata Knight Riders,Unknown,,Unknown,2014
Ryan Ten Doeschate,10000000,All-Rounder,Kolkata Knight Riders,Unknown,,Unknown,2014
Suryakumar Yadav,7000000,Batsman,Kolkata Knight Riders,Unknown,,Unknown,2014
Andre Russell,6000000,All-Rounder,Kolkata Knight Riders,Unknown,,Unknown,2014
Manvinder Bisla,6000000,Wicket Keeper,Kolkata Knight Riders,Unknown,,Unknown,2014
Veer Pratap Singh,4000000,Bowler,Kolkata Knight Riders,Unknown,,Unknown,2014
Kuldeep Singh Yadav,4000000,Bowler,Kolkata Knight Riders,Unknown,,Unknown,2014
Debabrata Das,2000000,Wicket Keeper,Kolkata Knight Riders,Unknown,,Unknown,2014
Sayan Sekhar Mandal,1000000,All-Rounder,Kolkata Knight Riders,Unknown,,Unknown,2014
Michael Hussey,50000000,Batsman,Mumbai Indians,Unknown,,Unknown,2014
Corey Anderson,45000000,All-Rounder,Mumbai Indians,Unknown,,Unknown,2014
Pragyan Ojha,32500000,Bowler,Mumbai Indians,Unknown,,Unknown,2014
Zaheer Khan,26000000,Bowler,Mumbai Indians,Unknown,,Unknown,2014
Aditya Tare,16000000,Wicket Keeper,Mumbai Indians,Unknown,,Unknown,2014
Jasprit Bumrah,12000000,Bowler,Mumbai Indians,Unknown,,Unknown,2014
Jalaj Saxena,9000000,All-Rounder,Mumbai Indians,Unknown,,Unknown,2014
Josh Hazlewood,5000000,Bowler,Mumbai Indians,Unknown,,Unknown,2014
Marchant De Lange,3000000,Bowler,Mumbai Indians,Unknown,,Unknown,2014
Krismar Santokie,3000000,Bowler,Mumbai Indians,Unknown,,Unknown,2014
Ben Dunk,2000000,Wicket Keeper,Mumbai Indians,Unknown,,Unknown,2014
C.M. Gautam,2000000,Wicket Keeper,Mumbai Indians,Unknown,,Unknown,2014
Apoorv Vijay Wankhade,1000000,Batsman,Mumbai Indians,Unknown,,Unknown,2014
Pawan Suyal,1000000,Bowler,Mumbai Indians,Unknown,,Unknown,2014
Sushant Marathe,1000000,Wicket Keeper,Mumbai Indians,Unknown,,Unknown,2014
Shreyas Gopal,1000000,Bowler,Mumbai Indians,Unknown,,Unknown,2014
Steven Smith,40000000,All-Rounder,Rajasthan Royals,Unknown,,Unknown,2014
Brad Hodge,24000000,Batsman,Rajasthan Royals,Unknown,,Unknown,2014
Rajat Bhatia,17000000,All-Rounder,Rajasthan Royals,Unknown,,Unknown,2014
Tim Southee,12000000,Bowler,Rajasthan Royals,Unknown,,Unknown,2014
Dhawal Kulkarni,11000000,Bowler,Rajasthan Royals,Unknown,,Unknown,2014
Abhishek Nayar,10000000,All-Rounder,Rajasthan Royals,Unknown,,Unknown,2014
Kane Richardson,10000000,Bowler,Rajasthan Royals,Unknown,,Unknown,2014
Ben Cutting,8000000,Bowler,Rajasthan Royals,Unknown,,Unknown,2014
Karun Nair,7500000,Batsman,Rajasthan Royals,Unknown,,Unknown,2014
Unmukt Chand,6500000,Batsman,Rajasthan Royals,Unknown,,Unknown,2014
Iqbal Abdullah,6500000,All-Rounder,Rajasthan Royals,Unknown,,Unknown,2014
Deepak Hooda,4000000,Bowler,Rajasthan Royals,Unknown,,Unknown,2014
Dishant Yagnik,3000000,Wicket Keeper,Rajasthan Royals,Unknown,,Unknown,2014
Kevon Cooper,3000000,All-Rounder,Rajasthan Royals,Unknown,,Unknown,2014
Vikramjeet Malik,2000000,Bowler,Rajasthan Royals,Unknown,,Unknown,2014
Ankit Nagendra Sharma,1000000,Bowler,Rajasthan Royals,Unknown,,Unknown,2014
Rahul Tewatia,1000000,All-Rounder,Rajasthan Royals,Unknown,,Unknown,2014
Ankush Bains,1000000,Wicket Keeper,Rajasthan Royals,Unknown,,Unknown,2014
Amit Mishra,1000000,Bowler,Rajasthan Royals,Unknown,,Unknown,2014
Pravin Tambe,1000000,Bowler,Rajasthan Royals,Unknown,,Unknown,2014
Yuvraj Singh,140000000,All-Rounder,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Mitchell Starc,50000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Albie Morkel,24000000,All-Rounder,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Varun Aaron,20000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Ashok Dinda,15000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Parthiv Patel,14000000,Wicket Keeper,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Muttiah Muralitharan,10000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Ravi Rampaul,9000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Nic Maddinson,5000000,Batsman,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Harshal Patel,4000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Vijay Zol,3000000,Batsman,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Abu Nechim Ahmed,3000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Sachin Rana,2000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Shadab Jakati,2000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Sandeep Warrier,1000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Tanmay Mishra,1000000,Batsman,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Yogesh Takawale,1000000,Wicket Keeper,Royal Challengers Bengaluru,Unknown,,Unknown,2014
Yuzvendra Singh Chahal,1000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2014
David Warner,55000000,Batsman,Sunrisers Hyderabad,Unknown,,Unknown,2014
Amit Mishra,47500000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2014
Bhuvneshwar Kumar,42500000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2014
Aaron Finch,40000000,Batsman,Sunrisers Hyderabad,Unknown,,Unknown,2014
Karn Sharma,37500000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2014
Darren Sammy,35000000,All-Rounder,Sunrisers Hyderabad,Unknown,,Unknown,2014
Ishant Sharma,26000000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2014
Irfan Pathan,24000000,All-Rounder,Sunrisers Hyderabad,Unknown,,Unknown,2014
Moises Henriques,10000000,All-Rounder,Sunrisers Hyderabad,Unknown,,Unknown,2014
KL Rahul,10000000,Batsman,Sunrisers Hyderabad,Unknown,,Unknown,2014
Parveez Rasool,9500000,All-Rounder,Sunrisers Hyderabad,Unknown,,Unknown,2014
Jason Holder,7500000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2014
Venugopal Rao,5500000,Batsman,Sunrisers Hyderabad,Unknown,,Unknown,2014
Naman Ojha,5000000,Wicket Keeper,Sunrisers Hyderabad,Unknown,,Unknown,2014
Brendan Taylor,3000000,Wicket Keeper,Sunrisers Hyderabad,Unknown,,Unknown,2014
Prasanth Parameswaran,3000000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2014
Amit Paunikar,2000000,Wicket Keeper,Sunrisers Hyderabad,Unknown,,Unknown,2014
Ashish Reddy,2000000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2014
Srikkanth Anirudha,2000000,Batsman,Sunrisers Hyderabad,Unknown,,Unknown,2014
Ricky Bhui,1000000,Batsman,Sunrisers Hyderabad,Unknown,,Unknown,2014
Chama Milind,1000000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2014
Manprit Juneja,1000000,Batsman,Sunrisers Hyderabad,Unknown,,Unknown,2014
Michael Hussey,15000000,Batsman,Chennai Super Kings,Unknown,,Unknown,2015
Irfan Pathan,15000000,All-Rounder,Chennai Super Kings,Unknown,,Unknown,2015
Rahul Sharma,3000000,Bowler,Chennai Super Kings,Unknown,,Unknown,2015
Kyle Abbott,3000000,Bowler,Chennai Super Kings,Unknown,,Unknown,2015
Andrew Tye,2000000,Bowler,Chennai Super Kings,Unknown,,Unknown,2015
Pratyush Singh,1000000,All-Rounder,Chennai Super Kings,Unknown,,Unknown,2015
Ankush Bains,1000000,Wicket Keeper,Chennai Super Kings,Unknown,,Unknown,2015
Eklavya Dwivedi,1000000,Wicket Keeper,Chennai Super Kings,Unknown,,Unknown,2015
Yuvraj Singh,160000000,Batsman,Delhi Capitals,Unknown,,Unknown,2015
Angelo Mathews,75000000,All-Rounder,Delhi Capitals,Unknown,,Unknown,2015
Zaheer Khan,40000000,Bowler,Delhi Capitals,Unknown,,Unknown,2015
Amit Mishra,35000000,Bowler,Delhi Capitals,Unknown,,Unknown,2015
Shreyas Iyer,26000000,Batsman,Delhi Capitals,Unknown,,Unknown,2015
Gurinder Sandhu,17000000,Bowler,Delhi Capitals,Unknown,,Unknown,2015
Jaydev Unadkat,11000000,Bowler,Delhi Capitals,Unknown,,Unknown,2015
Domnic Joseph Muthuswamy,7500000,Bowler,Delhi Capitals,Unknown,,Unknown,2015
Albie Morkel,3000000,All-Rounder,Delhi Capitals,Unknown,,Unknown,2015
Travis Head,3000000,Batsman,Delhi Capitals,Unknown,,Unknown,2015
Marcus Stoinis,2500000,All-Rounder,Delhi Capitals,Unknown,,Unknown,2015
C.M. Gautam,2000000,Wicket Keeper,Delhi Capitals,Unknown,,Unknown,2015
Kona Srikar Bharat,1000000,Wicket Keeper,Delhi Capitals,Unknown,,Unknown,2015
K.K. Jiyaz,1000000,Bowler,Delhi Capitals,Unknown,,Unknown,2015
Murali Vijay,30000000,Batsman,Punjab Kings,Unknown,,Unknown,2015
Nikhil Shankar Naik,3000000,Wicket Keeper,Punjab Kings,Unknown,,Unknown,2015
Yogesh Gowalkar,1000000,All-Rounder,Punjab Kings,Unknown,,Unknown,2015
K.C. Cariappa,24000000,Bowler,Kolkata Knight Riders,Unknown,,Unknown,2015
James Neesham,5000000,All-Rounder,Kolkata Knight Riders,Unknown,,Unknown,2015
Brad Hogg,5000000,Bowler,Kolkata Knight Riders,Unknown,,Unknown,2015
Aditya Garhwal,2500000,All-Rounder,Kolkata Knight Riders,Unknown,,Unknown,2015
Sheldon Jackson,1500000,Batsman,Kolkata Knight Riders,Unknown,,Unknown,2015
Sumit Narwal,1000000,All-Rounder,Kolkata Knight Riders,Unknown,,Unknown,2015
Vaibhav Rawal,1000000,All-Rounder,Kolkata Knight Riders,Unknown,,Unknown,2015
Aaron Finch,32000000,Batsman,Mumbai Indians,Unknown,,Unknown,2015
Pragyan Ojha,5000000,Bowler,Mumbai Indians,Unknown,,Unknown,2015
Abhimanyu Mithun,3000000,Bowler,Mumbai Indians,Unknown,,Unknown,2015
Mitchell McClenaghan,3000000,Bowler,Mumbai Indians,Unknown,,Unknown,2015
Aiden Blizzard,3000000,Batsman,Mumbai Indians,Unknown,,Unknown,2015
Hardik Pandya,1000000,All-Rounder,Mumbai Indians,Unknown,,Unknown,2015
Akshay Wakhare,1000000,Bowler,Mumbai Indians,Unknown,,Unknown,2015
Nitish Rana,1000000,All-Rounder,Mumbai Indians,Unknown,,Unknown,2015
Siddhesh Dinesh Lad,1000000,All-Rounder,Mumbai Indians,Unknown,,Unknown,2015
J. Suchitch,1000000,All-Rounder,Mumbai Indians,Unknown,,Unknown,2015
Christopher Morris,14000000,All-Rounder,Rajasthan Royals,Unknown,,Unknown,2015
Juan Theron,3000000,Bowler,Rajasthan Royals,Unknown,,Unknown,2015
Barinder Singh Saran,1000000,Bowler,Rajasthan Royals,Unknown,,Unknown,2015
Dinesh Salunkhe,1000000,All-Rounder,Rajasthan Royals,Unknown,,Unknown,2015
Sagar Trivedi,1000000,All-Rounder,Rajasthan Royals,Unknown,,Unknown,2015
Pardeep Sahu,1000000,All-Rounder,Rajasthan Royals,Unknown,,Unknown,2015
Dinesh Karthik,105000000,Wicket Keeper,Royal Challengers Bengaluru,Unknown,,Unknown,2015
Darren Sammy,28000000,All-Rounder,Royal Challengers Bengaluru,Unknown,,Unknown,2015
David Wiese,28000000,All-Rounder,Royal Challengers Bengaluru,Unknown,,Unknown,2015
Sean Abbott,10000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2015
Adam Milne,7000000,Bowler,Royal Challengers Bengaluru,Unknown,,Unknown,2015
Sarfaraz Naushad Khan,5000000,Batsman,Royal Challengers Bengaluru,Unknown,,Unknown,2015
Subramaniam Badrinath,3000000,Batsman,Royal Challengers Bengaluru,Unknown,,Unknown,2015
Jalaj Saxena,1000000,All-Rounder,Royal Challengers Bengaluru,Unknown,,Unknown,2015
Shishir Bhavane,1000000,Batsman,Royal Challengers Bengaluru,Unknown,,Unknown,2015
Trent Boult,38000000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2015
Praveen Kumar,22000000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2015
Kevin Pietersen,20000000,Batsman,Sunrisers Hyderabad,Unknown,,Unknown,2015
Eoin Morgan,15000000,Batsman,Sunrisers Hyderabad,Unknown,,Unknown,2015
Ravi Bopara,10000000,All-Rounder,Sunrisers Hyderabad,Unknown,,Unknown,2015
Kane Williamson,6000000,All-Rounder,Sunrisers Hyderabad,Unknown,,Unknown,2015
Laxmi Ratan Shukla,3000000,All-Rounder,Sunrisers Hyderabad,Unknown,,Unknown,2015
Prasanth Padmanabhan,1000000,All-Rounder,Sunrisers Hyderabad,Unknown,,Unknown,2015
Hanuma Vihari,1000000,Batsman,Sunrisers Hyderabad,Unknown,,Unknown,2015
Siddarth Kaul,1000000,Bowler,Sunrisers Hyderabad,Unknown,,Unknown,2015
Pawan Negi,85000000,All-Rounder,Delhi Capitals,Unknown,,Unknown,2016
Christopher Morris,70000000,All-Rounder,Delhi Capitals,Unknown,,Unknown,2016
